"{'card1': {'suit': 1, 'number': 6}, 'card2': {'suit': 1, 'number': 7}, 'card3': {'suit': 1, 'number': 8}}","{'card1': {'suit': 2, 'number': 8}, 'card2': {'suit': 2, 'number': 8}, 'card3': {'suit': 2, 'number': 8}}","{'card1': {'suit': 3, 'number': 2}, 'card2': {'suit': 4, 'number': 8}, 'card3': {'suit': 3, 'number': 4}}","{'card1': {'suit': 3, 'number': 6}, 'card2': {'suit': 3, 'number': 7}, 'card3': {'suit': 3, 'number': 8}}","{'card1': {'suit': 3, 'number': 8}, 'card2': {'suit': 3, 'number': 8}, 'card3': {'suit': 3, 'number': 8}}","{'eyes1': {'suit': 3, 'number': 9}, 'eyes2': {'suit': 3, 'number': 9}}"
"{'card1': {'suit': 1, 'number': 6}, 'card2': {'suit': 1, 'number': 7}, 'card3': {'suit': 1, 'number': 8}}","{'card1': {'suit': 2, 'number': 8}, 'card2': {'suit': 2, 'number': 8}, 'card3': {'suit': 2, 'number': 8}}","{'card1': {'suit': 3, 'number': 2}, 'card2': {'suit': 4, 'number': 8}, 'card3': {'suit': 3, 'number': 4}}","{'card1': {'suit': 3, 'number': 6}, 'card2': {'suit': 3, 'number': 7}, 'card3': {'suit': 3, 'number': 8}}","{'card1': {'suit': 3, 'number': 8}, 'card2': {'suit': 3, 'number': 8}, 'card3': {'suit': 3, 'number': 8}}","{'eyes1': {'suit': 3, 'number': 9}, 'eyes2': {'suit': 3, 'number': 9}}"
"{'card1': {'suit': 1, 'number': 6}, 'card2': {'suit': 1, 'number': 7}, 'card3': {'suit': 1, 'number': 8}}","{'card1': {'suit': 3, 'number': 1}, 'card2': {'suit': 3, 'number': 2}, 'card3': {'suit': 3, 'number': 3}}","{'eyes1': {'suit': 2, 'number': 3}, 'eyes2': {'suit': 2, 'number': 3}}"
"{'card1': {'suit': 1, 'number': 6}, 'card2': {'suit': 1, 'number': 7}, 'card3': {'suit': 1, 'number': 8}}","{'card1': {'suit': 3, 'number': 1}, 'card2': {'suit': 3, 'number': 2}, 'card3': {'suit': 3, 'number': 3}}","{'eyes1': {'suit': 2, 'number': 3}, 'eyes2': {'suit': 2, 'number': 3}}"
"{'card1': {'suit': 1, 'number': 6}, 'card2': {'suit': 1, 'number': 7}, 'card3': {'suit': 1, 'number': 8}}","{'card1': {'suit': 3, 'number': 1}, 'card2': {'suit': 3, 'number': 2}, 'card3': {'suit': 3, 'number': 3}}","{'eyes1': {'suit': 2, 'number': 3}, 'eyes2': {'suit': 2, 'number': 3}}"
"{'card1': {'suit': 1, 'number': 6}, 'card2': {'suit': 1, 'number': 7}, 'card3': {'suit': 1, 'number': 8}}","{'card1': {'suit': 3, 'number': 1}, 'card2': {'suit': 3, 'number': 2}, 'card3': {'suit': 3, 'number': 3}}","{'eyes1': {'suit': 2, 'number': 3}, 'eyes2': {'suit': 2, 'number': 3}}"
"{'card1': {'suit': 1, 'number': 6}, 'card2': {'suit': 1, 'number': 7}, 'card3': {'suit': 1, 'number': 8}}","{'card1': {'suit': 3, 'number': 1}, 'card2': {'suit': 3, 'number': 2}, 'card3': {'suit': 3, 'number': 3}}","{'eyes1': {'suit': 2, 'number': 3}, 'eyes2': {'suit': 2, 'number': 3}}"
"{'card1': {'suit': 1, 'number': 6}, 'card2': {'suit': 1, 'number': 7}, 'card3': {'suit': 1, 'number': 8}}","{'card1': {'suit': 3, 'number': 1}, 'card2': {'suit': 3, 'number': 2}, 'card3': {'suit': 3, 'number': 3}}","{'eyes1': {'suit': 2, 'number': 3}, 'eyes2': {'suit': 2, 'number': 3}}"
"{'card1': {'suit': 1, 'number': 6}, 'card2': {'suit': 1, 'number': 7}, 'card3': {'suit': 1, 'number': 8}}","{'card1': {'suit': 3, 'number': 1}, 'card2': {'suit': 3, 'number': 2}, 'card3': {'suit': 3, 'number': 3}}","{'eyes1': {'suit': 2, 'number': 3}, 'eyes2': {'suit': 2, 'number': 3}}"
"{'card1': {'suit': 1, 'number': 6}, 'card2': {'suit': 1, 'number': 7}, 'card3': {'suit': 1, 'number': 8}}","{'card1': {'suit': 3, 'number': 1}, 'card2': {'suit': 3, 'number': 2}, 'card3': {'suit': 3, 'number': 3}}","{'eyes1': {'suit': 2, 'number': 3}, 'eyes2': {'suit': 2, 'number': 3}}"
